Grade,Gauge,Month,National,Weight Purchased,Weight Sold,Weight Consumed
DC,.236 SW,2023-05-01,1,0.0,152462.7,179908.33333333334
DC,.236 SW,2023-06-01,0,0.0,102055.9,127184.28571428571
DC,.236 SW,2023-06-01,1,0.0,184849.65,75342.73809523809
DC,.236 SW,2023-07-01,0,15295.97619047619,30482.5,40146.0
DC,.236 SW,2023-07-01,1,139394.47619047618,74340.0,0.0
DC,.236 SW,2023-08-01,0,124870.89047619049,33474.8,27513.714285714286
DC,.236 SW,2023-08-01,1,252850.9904761905,110332.2,6878.428571428572
DC,.236 SW,2023-09-01,0,13240.233333333334,0.0,0.0
DC,.236 SW,2023-09-01,1,96640.2,0.0,0.0
DC,.236 SW,2023-10-01,0,20988.0,0.0,23137.666666666668
DC,.236 SW,2023-10-01,1,20988.0,120600.0,122625.66666666667
DC,.236 SW,2023-11-01,0,5892.571428571428,49134.8,6881.571428571428
DC,.236 SW,2023-11-01,1,6440.571428571428,98604.0,20644.714285714286
DC,.236 SW,2023-12-01,0,0.0,100992.52,72917.90476190476
DC,.236 SW,2023-12-01,1,0.0,200313.2,56408.833333333336
DC,.236 SW,2024-01-01,0,0.0,0.0,42618.42857142857
DC,.236 SW,2024-01-01,1,336646.0,27135.0,156377.14285714287
DC,.236 SW,2024-02-01,0,0.0,0.0,4825.9
DC,.236 SW,2024-02-01,1,0.0,110952.0,131334.36666666667
DC,.236 SW,2024-03-01,0,28760.571428571428,30482.5,15979.833333333334
DC,.236 SW,2024-03-01,1,28833.142857142855,45543.4,96352.5
DC,.236 SW,2024-04-01,0,164731.5761904762,0.0,8204.833333333334
DC,.236 SW,2024-04-01,1,226736.70952380952,14040.0,41024.16666666667
DC,.236 SW,2024-05-01,0,18529.666666666668,21924.0,52170.200000000004
DC,.236 SW,2024-05-01,1,55765.333333333336,0.0,84560.8
DC,.236 SW,2024-06-01,0,0.0,14040.0,34124.28571428572
DC,.236 SW,2024-06-01,1,0.0,182392.4,55370.857142857145
DC,.236 SW,2024-07-01,0,62152.607142857145,0.0,49989.57142857143
DC,.236 SW,2024-07-01,1,163256.47619047618,154253.6,193613.42857142858
DC,.236 SW,2024-08-01,0,18007.2,32619.32,198100.2857142857
DC,.236 SW,2024-08-01,1,72447.8,7554.4,70516.57142857142
DC,.236 SW,2024-09-01,0,0.0,195555.5,10538.0
DC,.236 SW,2024-09-01,1,94424.0,151542.2,155381.0
DC,.236 SW,2024-10-01,0,60785.933333333334,11570.0,7991.666666666667
DC,.236 SW,2024-10-01,1,118847.06666666667,126591.2999999999,39958.333333333336
DC,.236 SW,2024-11-01,0,87237.0,0.0,16141.633333333331
DC,.236 SW,2024-11-01,1,0.0,99495.0,202932.36666666667
DC,.236 SW,2024-12-01,0,100531.0,21054.8,42471.75
DC,.236 SW,2024-12-01,1,0.0,148876.8699999999,53492.04761904762
DC,.236 SW,2025-01-01,0,0.0,0.0,48437.65714285715
DC,.236 SW,2025-01-01,1,0.0,0.0,137653.34285714285
DC,.250 ST,2022-01-01,1,0.0,7127.15,0.0
DC,.250 ST,2022-02-01,0,0.0,13034.75,0.0
DC,.250 ST,2022-02-01,1,0.0,22353.0,0.0
DC,.250 ST,2022-03-01,0,0.0,6530.85,0.0
DC,.250 ST,2022-03-01,1,0.0,37091.89,0.0
DC,.250 ST,2022-04-01,0,18891.0,6560.6900000000005,0.0
DC,.250 ST,2022-04-01,1,44923.833333333336,14729.17,0.0
DC,.250 ST,2022-05-01,0,55552.878787878784,22689.05,0.0
DC,.250 ST,2022-05-01,1,157201.82323232322,19622.09999999999,0.0
DC,.250 ST,2022-06-01,0,0.0,41137.9,0.0
DC,.250 ST,2022-06-01,1,0.0,52706.47,0.0
DC,.250 ST,2022-07-01,0,0.0,3123.45,0.0
DC,.250 ST,2022-07-01,1,0.0,29460.04999999999,0.0
DC,.250 ST,2022-08-01,0,0.0,15807.65,0.0
DC,.250 ST,2022-08-01,1,0.0,17274.44999999999,0.0
DC,.250 ST,2022-09-01,0,0.0,3407.4,0.0
DC,.250 ST,2022-09-01,1,0.0,79324.96999999999,0.0
DC,.250 ST,2022-10-01,1,0.0,23625.79,0.0
DC,.250 ST,2022-11-01,1,0.0,72192.88999999998,0.0
DC,.250 ST,2022-12-01,0,0.0,14581.35,0.0
DC,.250 ST,2022-12-01,1,0.0,51632.55999999998,0.0
DC,.250 ST,2023-01-01,1,0.0,29246.59,0.0
DC,.250 ST,2023-02-01,0,0.0,11576.92,0.0
DC,.250 ST,2023-02-01,1,0.0,25959.93,0.0
DC,.250 ST,2023-03-01,0,0.0,29873.91,0.0
DC,.250 ST,2023-03-01,1,0.0,31335.26999999999,0.0
DC,.250 ST,2023-04-01,1,0.0,51719.88999999999,0.0
DC,.250 ST,2023-05-01,1,0.0,48059.25,0.0
DC,.250 ST,2023-06-01,0,0.0,28333.05,0.0
DC,.250 ST,2023-06-01,1,0.0,22360.86,0.0
DC,.250 ST,2023-07-01,0,0.0,9076.25,8750.454545454544
DC,.250 ST,2023-07-01,1,0.0,60529.65,24063.636363636364
DC,.250 ST,2023-08-01,0,0.0,16413.4,0.0
DC,.250 ST,2023-08-01,1,0.0,45054.73999999999,0.0
DC,.250 ST,2023-09-01,1,50750.0,36799.36,0.0
DC,.250 ST,2023-10-01,0,0.0,1039.26,13233.333333333332
DC,.250 ST,2023-10-01,1,0.0,26018.08999999999,37988.583333333336
DC,.250 ST,2023-11-01,0,0.0,22916.4,0.0
DC,.250 ST,2023-11-01,1,0.0,28030.65,29280.428571428572
DC,.250 ST,2023-12-01,0,0.0,5612.4,0.0
DC,.250 ST,2023-12-01,1,0.0,20559.42,0.0
DC,.250 ST,2024-01-01,1,0.0,36969.35,30230.833333333336
DC,.250 ST,2024-02-01,0,0.0,0.0,18891.0
DC,.250 ST,2024-02-01,1,0.0,27747.6,14693.0
DC,.250 ST,2024-03-01,0,0.0,3845.46,0.0
DC,.250 ST,2024-03-01,1,0.0,28562.25,23561.0
DC,.250 ST,2024-04-01,0,0.0,3407.4,0.0
DC,.250 ST,2024-04-01,1,0.0,46077.24999999998,0.0
DC,.250 ST,2024-05-01,0,0.0,10124.15,0.0
DC,.250 ST,2024-05-01,1,0.0,11028.0,32974.11111111111
DC,.250 ST,2024-06-01,0,0.0,9825.22,3782.75
DC,.250 ST,2024-06-01,1,0.0,44591.16,15131.166666666668
DC,.250 ST,2024-07-01,0,57925.96666666666,1181.1,24494.083333333332
DC,.250 ST,2024-07-01,1,49628.2,32999.32,32074.5
DC,.250 ST,2024-08-01,0,67795.5,4786.8,0.0
DC,.250 ST,2024-08-01,1,7536.5,25117.2,0.0
DC,.250 ST,2024-09-01,0,0.0,7542.26,4028.5454545454545
DC,.250 ST,2024-09-01,1,0.0,59651.7,30213.545454545456
DC,.250 ST,2024-10-01,1,0.0,27579.9,0.0
DC,.250 ST,2024-11-01,1,0.0,54264.3,0.0
DC,.250 ST,2024-12-01,0,0.0,13317.8,23247.5
DC,.250 ST,2024-12-01,1,0.0,16416.6,23247.5
DC,.250 ST,2025-01-01,0,0.0,0.0,14868.0
DC,.250 ST,2025-01-01,1,0.0,0.0,22302.0
DC,.250 SW,2022-01-01,0,0.0,68715.9,6062.714285714285
DC,.250 SW,2022-01-01,1,0.0,82260.32,0.0
DC,.250 SW,2022-02-01,0,43609.47619047619,57925.79999999981,0.0
DC,.250 SW,2022-02-01,1,244490.85714285716,124611.9799999998,0.0
DC,.250 SW,2022-03-01,0,50500.166666666664,60021.349999999904,47421.0
DC,.250 SW,2022-03-01,1,215442.83333333334,134339.7499999999,94622.0
DC,.250 SW,2022-04-01,0,53797.97619047619,0.0,39720.0
DC,.250 SW,2022-04-01,1,353879.21428571426,193526.3,394454.8154761905
DC,.250 SW,2022-05-01,0,245648.2380952381,181586.03,190288.90476190476
DC,.250 SW,2022-05-01,1,585911.5892857143,87489.2999999999,335320.09523809527
DC,.250 SW,2022-06-01,0,103641.22222222222,96829.3999999998,165117.61666666667
DC,.250 SW,2022-06-01,1,193799.83333333334,430350.3699999999,448106.63333333336
DC,.250 SW,2022-07-01,0,44620.04761904762,31234.5,44829.380952380954
DC,.250 SW,2022-07-01,1,127302.66666666666,170710.2,195628.61904761905
DC,.250 SW,2022-08-01,0,0.0,165890.03,64863.26190476191
DC,.250 SW,2022-08-01,1,380828.6666666667,163734.4999999998,381980.0714285714
DC,.250 SW,2022-09-01,0,0.0,86320.8,0.0
DC,.250 SW,2022-09-01,1,0.0,568274.3699999999,171953.33333333334
DC,.250 SW,2022-10-01,0,372384.0714285714,13334.13,145030.03174603175
DC,.250 SW,2022-10-01,1,322031.4285714286,234101.40000000002,178930.88095238095
DC,.250 SW,2022-11-01,0,191391.11904761905,0.0,115454.40476190476
DC,.250 SW,2022-11-01,1,332956.8,488107.23999999993,369139.97023809527
DC,.250 SW,2022-12-01,0,44057.42857142857,94557.8,22439.333333333336
DC,.250 SW,2022-12-01,1,242557.2857142857,370326.1299999999,139614.6666666667
DC,.250 SW,2023-01-01,0,0.0,54533.8199999998,0.0
DC,.250 SW,2023-01-01,1,18858.199999999997,182675.1,83888.28571428571
DC,.250 SW,2023-02-01,0,35938.83333333333,44916.53999999999,31989.333333333336
DC,.250 SW,2023-02-01,1,193169.66190476192,254506.04999999978,88522.66666666667
DC,.250 SW,2023-03-01,0,0.0,115373.79000000001,44620.04761904762
DC,.250 SW,2023-03-01,1,0.0,299608.1499999999,216126.66666666666
DC,.250 SW,2023-04-01,1,203227.0,329017.45,88654.0
DC,.250 SW,2023-05-01,0,0.0,0.0,20459.0
DC,.250 SW,2023-05-01,1,0.0,236374.8,354634.6666666667
DC,.250 SW,2023-06-01,0,124697.55595238095,187135.0,126564.16666666666
DC,.250 SW,2023-06-01,1,522556.44404761906,145873.49,126685.33333333333
DC,.250 SW,2023-07-01,0,0.0,29064.0,284392.0
DC,.250 SW,2023-07-01,1,0.0,259708.0,176169.38095238095
DC,.250 SW,2023-08-01,0,16615.666666666668,311782.5,11942.857142857143
DC,.250 SW,2023-08-01,1,291314.13333333336,208320.4599999999,55970.380952380954
DC,.250 SW,2023-09-01,0,7822.666666666667,0.0,46642.66666666667
DC,.250 SW,2023-09-01,1,223430.75,215499.72,41824.46666666667
DC,.250 SW,2023-10-01,0,11447.5,10557.26,138290.92857142858
DC,.250 SW,2023-10-01,1,186223.85714285713,162942.73,285893.6095238095
DC,.250 SW,2023-11-01,0,49104.0,94846.5,35938.83333333333
DC,.250 SW,2023-11-01,1,194608.80952380953,182665.86000000002,356566.60476190475
DC,.250 SW,2023-12-01,0,127773.71428571429,46770.0,7789.666666666667
DC,.250 SW,2023-12-01,1,315731.3095238095,38100.0,179091.93333333335
DC,.250 SW,2024-01-01,0,53576.2,0.0,62760.08928571428
DC,.250 SW,2024-01-01,1,367300.9666666667,144970.5,284239.9107142857
DC,.250 SW,2024-02-01,0,49784.17142857143,0.0,76617.66666666667
DC,.250 SW,2024-02-01,1,288126.54285714286,190500.0,187199.96666666667
DC,.250 SW,2024-03-01,0,160597.80952380953,38448.89,54376.466666666674
DC,.250 SW,2024-03-01,1,21769.190476190477,179441.0,344167.5333333333
DC,.250 SW,2024-04-01,0,79868.8,47703.6,11447.5
DC,.250 SW,2024-04-01,1,410298.62261904764,303175.3,171282.77380952382
DC,.250 SW,2024-05-01,0,0.0,21555.6,15935.666666666668
DC,.250 SW,2024-05-01,1,281976.1666666667,138855.0,295980.0
DC,.250 SW,2024-06-01,0,15711.666666666666,55429.44,0.0
DC,.250 SW,2024-06-01,1,126112.33333333333,231252.7299999999,141249.0
DC,.250 SW,2024-07-01,0,128695.33333333333,14039.85,181123.2857142857
DC,.250 SW,2024-07-01,1,324090.6666666667,320577.2999999999,247003.26190476192
DC,.250 SW,2024-08-01,0,56098.28571428571,30140.510000000002,4700.2
DC,.250 SW,2024-08-01,1,383466.2,182500.4,401532.9428571428
DC,.250 SW,2024-09-01,0,248295.13333333333,24018.89,48876.0
DC,.250 SW,2024-09-01,1,117693.86666666667,501726.7999999999,358326.375
DC,.250 SW,2024-10-01,0,42879.71428571428,0.0,18651.2
DC,.250 SW,2024-10-01,1,104397.68571428572,162250.2,478440.3714285714
DC,.250 SW,2024-11-01,0,119824.16666666667,0.0,141087.06666666665
DC,.250 SW,2024-11-01,1,207295.83333333334,503237.3399999999,291084.43333333335
DC,.250 SW,2024-12-01,0,297426.0,200802.1,92007.08571428571
DC,.250 SW,2024-12-01,1,48656.0,135078.51,257322.4
DC,.250 SW,2025-01-01,0,143807.0,0.0,82245.14285714286
DC,.250 SW,2025-01-01,1,49780.0,0.0,166039.85714285713
DC,.276 ST,2022-02-01,0,0.0,3096.5,0.0
DC,.276 ST,2022-02-01,1,0.0,3846.71,0.0
DC,.276 ST,2022-03-01,1,0.0,12691.56999999999,0.0
DC,.276 ST,2022-04-01,0,0.0,3034.56999999999,0.0
DC,.276 ST,2022-05-01,0,0.0,3096.5,0.0
DC,.276 ST,2022-05-01,1,0.0,6193.0,0.0
DC,.276 ST,2022-06-01,0,0.0,18577.5,0.0
DC,.276 ST,2022-06-01,1,0.0,12753.0,0.0
DC,.276 ST,2022-07-01,1,0.0,6131.08,0.0
DC,.276 ST,2022-08-01,0,0.0,3096.5,0.0
DC,.276 ST,2022-09-01,1,0.0,13121.5,0.0
DC,.276 ST,2022-11-01,1,0.0,15846.5,0.0
DC,.276 ST,2022-12-01,0,0.0,3095.0,0.0
DC,.276 ST,2022-12-01,1,0.0,10025.5,0.0
DC,.276 ST,2023-01-01,1,0.0,6190.0,0.0
DC,.276 ST,2023-02-01,0,0.0,3095.0,0.0
DC,.276 ST,2023-02-01,1,0.0,935.14,0.0
DC,.276 ST,2023-03-01,0,0.0,9441.32999999999,0.0
DC,.276 ST,2023-03-01,1,0.0,6191.5,0.0
DC,.276 ST,2023-04-01,1,0.0,10617.92,0.0
DC,.276 ST,2023-05-01,1,0.0,13491.5,0.0
DC,.276 ST,2023-06-01,0,0.0,6251.9,0.0
DC,.276 ST,2023-06-01,1,0.0,3257.1,0.0
DC,.276 ST,2023-07-01,0,0.0,3096.5,0.0
DC,.276 ST,2023-07-01,1,0.0,20629.4,0.0
DC,.276 ST,2023-08-01,0,0.0,6190.0,0.0
DC,.276 ST,2023-08-01,1,0.0,13092.04,0.0
DC,.276 ST,2023-09-01,1,0.0,6769.4,0.0
DC,.276 ST,2023-10-01,1,0.0,7496.639999999999,0.0
DC,.276 ST,2023-11-01,0,0.0,9285.0,0.0
DC,.276 ST,2023-11-01,1,0.0,6684.3,0.0
DC,.276 ST,2023-12-01,1,0.0,7675.62999999999,0.0
DC,.276 ST,2024-01-01,1,0.0,12386.0,0.0
DC,.276 ST,2024-02-01,1,0.0,6562.0,0.0
DC,.276 ST,2024-03-01,1,0.0,6562.0,0.0
DC,.276 ST,2024-04-01,1,0.0,10229.34,0.0
DC,.276 ST,2024-05-01,0,0.0,3095.0,0.0
DC,.276 ST,2024-06-01,0,0.0,3095.0,0.0
DC,.276 ST,2024-06-01,1,0.0,12383.0,0.0
DC,.276 ST,2024-07-01,1,0.0,7133.88,0.0
DC,.276 ST,2024-08-01,0,0.0,941.34,0.0
DC,.276 ST,2024-08-01,1,0.0,3465.0,0.0
DC,.276 ST,2024-09-01,0,0.0,3095.0,0.0
DC,.276 ST,2024-09-01,1,0.0,15851.0,0.0
DC,.276 ST,2024-10-01,1,0.0,6561.5,0.0
DC,.276 ST,2024-11-01,1,0.0,9034.3,0.0
DC,.276 ST,2024-12-01,0,0.0,3095.0,0.0
DC,.276 ST,2024-12-01,1,0.0,941.34,0.0
DC,.276 SW,2022-02-01,0,0.0,20436.8999999999,0.0
DC,.276 SW,2022-02-01,1,0.0,36664.99,0.0
DC,.276 SW,2022-03-01,1,0.0,123884.1299999999,0.0
DC,.276 SW,2022-04-01,0,175185.2857142857,48707.95,0.0
DC,.276 SW,2022-04-01,1,368055.0238095238,0.0,47223.0
DC,.276 SW,2022-05-01,0,110992.14285714286,24772.0,86981.95833333333
DC,.276 SW,2022-05-01,1,290543.6904761905,61930.0,14850.041666666666
DC,.276 SW,2022-06-01,0,0.0,168434.0,0.0
DC,.276 SW,2022-06-01,1,0.0,108954.0,0.0
DC,.276 SW,2022-07-01,1,0.0,84906.03999999989,0.0
DC,.276 SW,2022-08-01,0,0.0,18579.0,0.0
DC,.276 SW,2022-08-01,1,0.0,0.0,47421.0
DC,.276 SW,2022-09-01,1,0.0,118832.0,0.0
DC,.276 SW,2022-10-01,1,0.0,0.0,48656.0
DC,.276 SW,2022-11-01,0,41734.0,0.0,68662.5
DC,.276 SW,2022-11-01,1,260126.66666666666,133702.0,120801.5
DC,.276 SW,2022-12-01,0,0.0,32188.0,41799.42857142857
DC,.276 SW,2022-12-01,1,0.0,94065.0,31588.333333333332
DC,.276 SW,2023-01-01,0,0.0,0.0,16167.333333333334
DC,.276 SW,2023-01-01,1,0.0,56948.0,0.0
DC,.276 SW,2023-02-01,0,108155.83333333333,32188.0,93111.02380952382
DC,.276 SW,2023-02-01,1,239172.75555555554,12980.5299999999,105890.69047619047
DC,.276 SW,2023-03-01,0,0.0,90262.74,0.0
DC,.276 SW,2023-03-01,1,0.0,65014.5,48413.0
DC,.276 SW,2023-04-01,1,0.0,109102.25,43034.0
DC,.276 SW,2023-05-01,0,105279.71428571429,0.0,0.0
DC,.276 SW,2023-05-01,1,183370.2857142857,139353.5,108063.33333333334
DC,.276 SW,2023-06-01,0,0.0,64128.4,30174.0
DC,.276 SW,2023-06-01,1,0.0,36625.0499999999,101266.0
DC,.276 SW,2023-07-01,0,0.0,30965.0,77997.14285714286
DC,.276 SW,2023-07-01,1,0.0,197779.45,93081.85714285714
DC,.276 SW,2023-08-01,0,0.0,65614.0,0.0
DC,.276 SW,2023-08-01,1,0.0,151883.65999999992,113685.33333333333
DC,.276 SW,2023-09-01,0,22991.085714285713,0.0,0.0
DC,.276 SW,2023-09-01,1,52044.857142857145,59768.5,0.0
DC,.276 SW,2023-10-01,0,0.0,0.0,108155.83333333333
DC,.276 SW,2023-10-01,1,0.0,72322.0199999999,125876.5
DC,.276 SW,2023-11-01,0,0.0,93871.35,0.0
DC,.276 SW,2023-11-01,1,0.0,82660.4999999999,58714.53333333334
DC,.276 SW,2023-12-01,1,154992.16666666666,71695.91,86399.0
DC,.276 SW,2024-01-01,0,23449.833333333336,0.0,0.0
DC,.276 SW,2024-01-01,1,116367.16666666667,126956.5,167998.05555555556
DC,.276 SW,2024-02-01,0,4800.5,0.0,6843.714285714285
DC,.276 SW,2024-02-01,1,0.0,75368.3,87800.28571428571
DC,.276 SW,2024-03-01,0,0.0,0.0,121427.08571428571
DC,.276 SW,2024-03-01,1,0.0,75368.3,52044.857142857145
DC,.276 SW,2024-04-01,0,111663.57142857142,0.0,0.0
DC,.276 SW,2024-04-01,1,417015.0761904762,93728.4399999999,0.0
DC,.276 SW,2024-05-01,0,6232.714285714285,49612.850000000006,0.0
DC,.276 SW,2024-05-01,1,394539.3523809524,0.0,145549.0
DC,.276 SW,2024-06-01,0,0.0,27855.0,0.0
DC,.276 SW,2024-06-01,1,0.0,112682.0,86347.83333333334
DC,.276 SW,2024-07-01,0,144900.90476190476,0.0,139913.90476190476
DC,.276 SW,2024-07-01,1,91985.09523809524,56560.46,82993.24285714286
DC,.276 SW,2024-08-01,0,132254.78138528139,11327.0,0.0
DC,.276 SW,2024-08-01,1,111444.21861471861,51974.9999999999,61112.333333333336
DC,.276 SW,2024-09-01,0,106431.66666666666,30950.0,0.0
DC,.276 SW,2024-09-01,1,32305.333333333332,157255.99999999988,228377.0
DC,.276 SW,2024-10-01,0,233652.35714285713,0.0,0.0
DC,.276 SW,2024-10-01,1,6872.142857142857,76746.9999999999,171858.4
DC,.276 SW,2024-11-01,0,48987.0,0.0,0.0
DC,.276 SW,2024-11-01,1,47443.0,123723.05,141471.0
DC,.276 SW,2024-12-01,0,86647.75,30950.0,6232.714285714285
DC,.276 SW,2024-12-01,1,0.0,11327.0,37396.28571428571
DC,.276 SW,2025-01-01,0,0.0,0.0,74271.66233766233
DC,.276 SW,2025-01-01,1,0.0,0.0,116142.33766233767
GT-90,.102 SW,2022-10-01,1,0.0,7512.0,0.0
GT-90,.102 SW,2023-01-01,0,0.0,7649.72,0.0
GT-90,.109 ST,2022-02-01,0,0.0,2749.59,0.0
GT-90,.109 ST,2022-03-01,0,26455.384615384613,0.0,0.0
GT-90,.109 ST,2022-03-01,1,10582.153846153846,1578.15,0.0
GT-90,.109 ST,2022-04-01,1,0.0,1578.15,0.0
GT-90,.109 ST,2022-05-01,0,0.0,3356.75,0.0
GT-90,.109 ST,2022-08-01,1,0.0,1599.0,0.0
GT-90,.109 ST,2022-10-01,1,0.0,2238.6,0.0
GT-90,.109 ST,2023-01-01,0,0.0,2296.25,0.0
GT-90,.109 ST,2023-02-01,1,0.0,1599.0,0.0
GT-90,.109 ST,2023-07-01,0,0.0,0.0,26455.384615384613
GT-90,.109 ST,2023-07-01,1,0.0,0.0,10582.153846153846
GT-90,.109 ST,2023-09-01,1,0.0,1599.0,0.0
GT-90,.109 ST,2023-12-01,0,0.0,8063.4,0.0
GT-90,.109 ST,2023-12-01,1,0.0,2238.6,0.0
GT-90,.109 ST,2024-03-01,0,0.0,2204.4,0.0
GT-90,.109 ST,2024-09-01,0,0.0,8219.400000000001,0.0
GT-90,.109 ST,2024-11-01,0,0.0,9185.0,0.0
GT-90,.109 ST,2024-11-01,1,0.0,2270.58,0.0
GT-90,.109 SW,2022-02-01,0,204800.27222222224,8105.0,0.0
GT-90,.109 SW,2022-02-01,1,25163.727777777778,0.0,0.0
GT-90,.109 SW,2022-03-01,0,0.0,79791.76,0.0
GT-90,.109 SW,2022-03-01,1,0.0,11305.0,0.0
GT-90,.109 SW,2022-04-01,0,0.0,9751.2,0.0
GT-90,.109 SW,2022-04-01,1,0.0,11305.0,0.0
GT-90,.109 SW,2022-05-01,0,200837.0366161616,12559.93,0.0
GT-90,.109 SW,2022-05-01,1,99564.96338383839,0.0,0.0
GT-90,.109 SW,2022-06-01,0,142367.0,0.0,340120.3888888889
GT-90,.109 SW,2022-06-01,1,29461.0,39540.8999999999,78955.61111111111
GT-90,.109 SW,2022-07-01,0,150123.50252525252,276001.04,0.0
GT-90,.109 SW,2022-07-01,1,35527.49747474748,0.0,0.0
GT-90,.109 SW,2022-08-01,0,0.0,0.0,289931.5722222222
GT-90,.109 SW,2022-08-01,1,0.0,11305.0,29804.42777777778
GT-90,.109 SW,2022-09-01,0,122318.06853146853,310501.17,0.0
GT-90,.109 SW,2022-09-01,1,98914.93146853146,0.0,0.0
GT-90,.109 SW,2022-10-01,0,59398.49230769231,0.0,251337.61363636365
GT-90,.109 SW,2022-10-01,1,32644.507692307692,11970.0,59844.38636363637
GT-90,.109 SW,2022-11-01,0,0.0,207000.77999999997,18803.11111111111
GT-90,.109 SW,2022-11-01,1,0.0,0.0,23503.888888888887
GT-90,.109 SW,2022-12-01,0,93189.0,0.0,0.0
GT-90,.109 SW,2022-12-01,1,0.0,24551.67,0.0
GT-90,.109 SW,2023-01-01,0,0.0,23054.34,19244.0
GT-90,.109 SW,2023-01-01,1,0.0,0.0,24055.0
GT-90,.109 SW,2023-02-01,0,203822.49621212122,19206.28,14871.272727272728
GT-90,.109 SW,2023-02-01,1,18425.503787878788,11970.0,26024.727272727272
GT-90,.109 SW,2023-03-01,0,0.0,0.0,32705.25
GT-90,.109 SW,2023-03-01,1,0.0,31255.0,10901.75
GT-90,.109 SW,2023-04-01,0,139355.0,0.0,8064.4
GT-90,.109 SW,2023-04-01,1,0.0,0.0,32257.6
GT-90,.109 SW,2023-05-01,0,748196.8666666667,46036.4,0.0
GT-90,.109 SW,2023-05-01,1,3248.133333333333,0.0,0.0
GT-90,.109 SW,2023-06-01,0,0.0,200691.18,193421.49166666667
GT-90,.109 SW,2023-06-01,1,0.0,7980.0,29487.50833333333
GT-90,.109 SW,2023-07-01,0,0.0,0.0,48174.16083916084
GT-90,.109 SW,2023-07-01,1,0.0,65102.479999999996,85381.83916083915
GT-90,.109 SW,2023-08-01,0,103839.58333333333,0.0,349881.8416666667
GT-90,.109 SW,2023-08-01,1,19641.416666666664,68330.0,15181.158333333333
GT-90,.109 SW,2023-09-01,0,249971.79265734265,446175.39,136987.45454545456
GT-90,.109 SW,2023-09-01,1,194365.10734265734,11970.0,7900.545454545455
GT-90,.109 SW,2023-10-01,0,309661.1659174159,80531.5,418804.86666666664
GT-90,.109 SW,2023-10-01,1,513390.8340825841,0.0,3248.133333333333
GT-90,.109 SW,2023-11-01,0,131483.0,113065.95999999999,47818.0
GT-90,.109 SW,2023-12-01,0,375827.2905011655,32535.56999999998,260823.25
GT-90,.109 SW,2023-12-01,1,389135.7094988345,12502.0,12505.75
GT-90,.109 SW,2024-01-01,0,0.0,0.0,35678.333333333336
GT-90,.109 SW,2024-01-01,1,0.0,27724.0,7135.666666666667
GT-90,.109 SW,2024-02-01,0,0.0,76065.8,163282.61538461538
GT-90,.109 SW,2024-02-01,1,0.0,0.0,6627.384615384615
GT-90,.109 SW,2024-03-01,0,0.0,17245.709999999992,11645.489510489511
GT-90,.109 SW,2024-03-01,1,0.0,28861.0,178304.5104895105
GT-90,.109 SW,2024-04-01,0,0.0,7147.42,77606.38095238095
GT-90,.109 SW,2024-04-01,1,0.0,73929.5,152006.61904761905
GT-90,.109 SW,2024-05-01,0,0.0,26694.43,0.0
GT-90,.109 SW,2024-05-01,1,0.0,28861.0,0.0
GT-90,.109 SW,2024-06-01,0,0.0,20262.5,61036.704545454544
GT-90,.109 SW,2024-06-01,1,2876.764705882353,88337.65,116487.69545454546
GT-90,.109 SW,2024-07-01,0,0.0,6524.98,52654.096153846156
GT-90,.109 SW,2024-07-01,1,0.0,86175.48,310357.1685520362
GT-90,.109 SW,2024-08-01,0,0.0,35557.5,0.0
GT-90,.109 SW,2024-08-01,1,0.0,20267.2,0.0
GT-90,.109 SW,2024-09-01,0,0.0,39001.26,10747.5
GT-90,.109 SW,2024-09-01,1,0.0,28861.0,32242.5
GT-90,.109 SW,2024-10-01,0,0.0,0.0,55265.2
GT-90,.109 SW,2024-10-01,1,0.0,24801.3,35630.799999999996
GT-90,.109 SW,2024-11-01,0,0.0,47009.0,15722.818181818182
GT-90,.109 SW,2024-11-01,1,0.0,36698.15,73894.18181818182
GT-90,.109 SW,2024-12-01,0,0.0,393214.25,489053.25
GT-90,.109 SW,2024-12-01,1,0.0,24801.3,5464.75
GT-90,.109 SW,2025-01-01,1,0.0,45791.9,0.0
GT-90,.116 SW,2022-02-01,0,59975.07692307692,0.0,0.0
GT-90,.116 SW,2022-02-01,1,22131.076923076922,0.0,0.0
GT-90,.116 SW,2022-03-01,0,0.0,23141.16,0.0
GT-90,.116 SW,2022-04-01,0,0.0,45657.21,48458.0
GT-90,.116 SW,2022-05-01,0,0.0,0.0,48854.0
GT-90,.116 SW,2022-06-01,0,0.0,16872.0,0.0
GT-90,.116 SW,2022-06-01,1,0.0,9344.0,0.0
GT-90,.116 SW,2022-07-01,0,0.0,0.0,30998.76923076923
GT-90,.116 SW,2022-07-01,1,0.0,0.0,13777.23076923077
GT-90,.116 SW,2022-08-01,0,40048.30909090909,13839.26,31869.69230769231
GT-90,.116 SW,2022-08-01,1,53890.6909090909,0.0,8347.615384615385
GT-90,.116 SW,2022-10-01,0,0.0,25027.86,0.0
GT-90,.116 SW,2022-11-01,0,0.0,20867.8,9972.900000000001
GT-90,.116 SW,2022-11-01,1,0.0,12372.8,29064.9
GT-90,.116 SW,2022-12-01,1,0.0,26937.260000000002,0.0
GT-90,.116 SW,2023-01-01,0,0.0,13972.32,0.0
GT-90,.116 SW,2023-02-01,0,0.0,36235.96,28976.30769230769
