Grade,Gauge,Month,National,Weight Purchased,Weight Sold,Weight Consumed
DC,.156 SW,2022-03-01,0,61334.125,4359.12,29042.0
DC,.156 SW,2022-03-01,1,205233.23611111112,133708.38,156311.0
DC,.156 SW,2022-04-01,0,0.0,12795.0,22261.77777777778
DC,.156 SW,2022-04-01,1,309233.26507936505,57537.03,78634.16507936508
DC,.156 SW,2022-05-01,0,89901.80952380953,97549.5,82328.85714285714
DC,.156 SW,2022-05-01,1,300524.83015873015,75655.0,177181.3333333333
DC,.156 SW,2022-06-01,0,98554.35714285714,85462.6,11498.222222222223
DC,.156 SW,2022-06-01,1,260556.99285714288,274764.9799999999,58817.73333333334
DC,.156 SW,2022-07-01,0,0.0,0.0,61334.125
DC,.156 SW,2022-07-01,1,0.0,140818.3999999998,205233.23611111112
DC,.156 SW,2022-08-01,0,0.0,30999.12,0.0
DC,.156 SW,2022-08-01,1,0.0,78159.3,331583.04285714286
DC,.156 SW,2022-09-01,0,109211.76190476191,43100.6,85141.80952380953
DC,.156 SW,2022-09-01,1,146113.23809523808,270783.19,198691.33333333334
DC,.156 SW,2022-10-01,0,0.0,29463.920000000002,4760.0
DC,.156 SW,2022-10-01,1,38217.4126984127,130584.0,145661.14047619049
DC,.156 SW,2022-11-01,0,26415.600000000002,0.0,98554.35714285714
DC,.156 SW,2022-11-01,1,167129.0892857143,304153.65,194379.57142857145
DC,.156 SW,2022-12-01,0,0.0,69663.6,0.0
DC,.156 SW,2022-12-01,1,34429.71428571429,184304.0,0.0
DC,.156 SW,2023-01-01,0,44740.08571428571,0.0,36517.857142857145
DC,.156 SW,2023-01-01,1,72915.69642857142,176529.7299999999,14607.142857142857
DC,.156 SW,2023-02-01,0,58426.0,74740.0,72693.90476190476
DC,.156 SW,2023-02-01,1,321184.2099206349,173149.3799999998,138856.95238095237
DC,.156 SW,2023-03-01,0,0.0,120990.0,0.0
DC,.156 SW,2023-03-01,1,81301.91666666666,275908.1799999999,125816.41269841269
DC,.156 SW,2023-04-01,1,63580.619047619046,232913.15,106608.94642857143
DC,.156 SW,2023-05-01,0,50926.37777777778,0.0,56945.4
DC,.156 SW,2023-05-01,1,418899.64004329004,247957.0,32031.642857142855
DC,.156 SW,2023-06-01,0,90233.82142857142,192912.99999999988,72636.28571428571
DC,.156 SW,2023-06-01,1,286161.32380952383,137094.6,202460.25357142856
DC,.156 SW,2023-07-01,0,206374.66666666666,0.0,0.0
DC,.156 SW,2023-07-01,1,105716.34848484848,423700.8,168960.0099206349
DC,.156 SW,2023-08-01,0,28855.428571428572,5920.0,0.0
DC,.156 SW,2023-08-01,1,298221.45238095237,248272.2499999999,159894.3134920635
DC,.156 SW,2023-09-01,0,54917.938528138526,0.0,13884.111111111111
DC,.156 SW,2023-09-01,1,492294.3461038961,82629.6,141663.51428571428
DC,.156 SW,2023-10-01,0,167269.1891025641,0.0,82069.32142857142
DC,.156 SW,2023-10-01,1,692145.3067765568,199090.65,184647.04004329004
DC,.156 SW,2023-11-01,0,0.0,64401.0,239841.93333333332
DC,.156 SW,2023-11-01,1,66897.93939393939,154756.6,196117.908008658
DC,.156 SW,2023-12-01,0,50817.30357142857,254969.0,28855.428571428572
DC,.156 SW,2023-12-01,1,508295.99404761905,165196.6,144306.17460317462
DC,.156 SW,2024-01-01,0,31999.833333333332,0.0,16790.3
DC,.156 SW,2024-01-01,1,109095.16666666666,138537.7999999999,397287.77857142856
DC,.156 SW,2024-02-01,0,38360.0,0.0,33940.33333333333
DC,.156 SW,2024-02-01,1,57232.0,397417.6,188768.34285714285
DC,.156 SW,2024-03-01,0,0.0,0.0,69282.83928571429
DC,.156 SW,2024-03-01,1,33216.0,130289.4,238368.26785714287
DC,.156 SW,2024-04-01,0,0.0,0.0,15926.805194805194
DC,.156 SW,2024-04-01,1,0.0,283568.8999999999,164327.32467532466
DC,.156 SW,2024-05-01,0,0.0,36329.0,27308.708333333336
DC,.156 SW,2024-05-01,1,135556.30735930736,154386.53,341432.0
DC,.156 SW,2024-06-01,0,5572.777777777777,66955.81,18532.8021978022
DC,.156 SW,2024-06-01,1,149441.01111111112,243616.1,55487.21153846154
DC,.156 SW,2024-07-01,0,12100.625,33077.76,128568.64285714286
DC,.156 SW,2024-07-01,1,26031.125,324459.2499999999,259231.7380952381
DC,.156 SW,2024-08-01,0,0.0,12751.6,0.0
DC,.156 SW,2024-08-01,1,0.0,121581.2,272006.15367965365
DC,.156 SW,2024-09-01,0,88402.53333333333,27009.9999999999,0.0
DC,.156 SW,2024-09-01,1,152546.59166666667,409270.7,198420.45238095237
DC,.156 SW,2024-10-01,0,60661.71428571428,0.0,6393.333333333333
DC,.156 SW,2024-10-01,1,324622.6488095238,143693.25,218941.8333333333
DC,.156 SW,2024-11-01,0,145474.125,0.0,17673.402777777777
DC,.156 SW,2024-11-01,1,254224.33766233767,230184.4,197076.54347041846
DC,.156 SW,2024-12-01,0,131988.4,64858.4999999999,0.0
DC,.156 SW,2024-12-01,1,9594.6,164573.0,99150.9
DC,.156 SW,2025-01-01,0,0.0,0.0,38360.0
DC,.156 SW,2025-01-01,1,4925.1,61134.0,272092.5833333333
DC,.156 XL,2022-04-01,0,16638.583333333332,0.0,0.0
DC,.156 XL,2022-04-01,1,40295.333333333336,0.0,0.0
DC,.156 XL,2022-11-01,0,0.0,0.0,4009.6666666666665
DC,.156 XL,2022-11-01,1,0.0,0.0,24058.0
DC,.156 XL,2023-01-01,0,0.0,0.0,12628.916666666666
DC,.156 XL,2023-01-01,1,0.0,0.0,16237.333333333334
DC,.156 XL,2024-01-01,0,51015.0,0.0,0.0
DC,.156 XL,2024-01-01,1,31959.0,0.0,0.0
DC,.156 XL,2024-02-01,0,6145.375,0.0,0.0
DC,.156 XL,2024-02-01,1,81035.875,0.0,0.0
DC,.156 XL,2024-07-01,1,0.0,0.0,31959.0
DC,.156 XL,2024-08-01,0,0.0,0.0,6145.375
DC,.156 XL,2024-08-01,1,0.0,0.0,30726.875
DC,.156 XL,2024-10-01,1,0.0,0.0,50309.0
DC,.175 ST,2022-01-01,0,0.0,5400.9,8080.0
DC,.175 ST,2022-01-01,1,0.0,12363.28999999999,8080.0
DC,.175 ST,2022-02-01,0,0.0,11860.9,8694.457142857143
DC,.175 ST,2022-02-01,1,0.0,20520.6,13823.833333333332
DC,.175 ST,2022-03-01,0,0.0,15095.130000000001,3459.5
DC,.175 ST,2022-03-01,1,0.0,30349.5,17297.25
DC,.175 ST,2022-04-01,0,13084.785714285714,8258.35,10710.690476190477
DC,.175 ST,2022-04-01,1,41581.73809523809,25954.8,37586.97619047619
DC,.175 ST,2022-05-01,0,0.0,26933.300000000003,17248.0
DC,.175 ST,2022-05-01,1,0.0,16138.6,5729.272727272727
DC,.175 ST,2022-06-01,0,0.0,24685.4,6211.5
DC,.175 ST,2022-06-01,1,0.0,62156.46,8282.0
DC,.175 ST,2022-07-01,0,0.0,3106.6,9008.456043956045
DC,.175 ST,2022-07-01,1,0.0,31479.21,36777.5
DC,.175 ST,2022-08-01,0,0.0,23006.33,0.0
DC,.175 ST,2022-08-01,1,0.0,34090.66,0.0
DC,.175 ST,2022-09-01,0,0.0,7112.700000000001,5042.07619047619
DC,.175 ST,2022-09-01,1,0.0,220924.4499999998,31974.014285714286
DC,.175 ST,2022-10-01,0,0.0,6279.360000000001,9801.5
DC,.175 ST,2022-10-01,1,0.0,59073.98,40131.666666666664
DC,.175 ST,2022-11-01,0,29836.25934065934,0.0,3283.285714285714
DC,.175 ST,2022-11-01,1,88030.37875457875,62194.39,18058.071428571428
DC,.175 ST,2022-12-01,0,0.0,15317.0,0.0
DC,.175 ST,2022-12-01,1,40381.692307692305,101327.3299999999,0.0
DC,.175 ST,2023-01-01,0,5363.538961038961,7050.6,0.0
DC,.175 ST,2023-01-01,1,20353.66233766234,15913.900000000001,0.0
DC,.175 ST,2023-02-01,0,21378.28787878788,12658.52,0.0
DC,.175 ST,2023-02-01,1,44501.71212121212,49128.69,0.0
DC,.175 ST,2023-03-01,0,0.0,19014.64,7215.428571428572
DC,.175 ST,2023-03-01,1,0.0,54969.42999999999,34432.45054945055
DC,.175 ST,2023-04-01,0,9805.365384615385,6012.17,3407.076923076923
DC,.175 ST,2023-04-01,1,44981.56135531135,56895.41,31671.923076923078
DC,.175 ST,2023-05-01,0,15595.211538461539,0.0,3604.6666666666665
DC,.175 ST,2023-05-01,1,54884.47435897436,126803.47,38145.66666666667
DC,.175 ST,2023-06-01,0,16731.41208791209,24485.95,18988.444322344323
DC,.175 ST,2023-06-01,1,59854.80494505495,189242.88,32610.602197802196
DC,.175 ST,2023-07-01,0,1524.625,7198.35,1984.1818181818182
DC,.175 ST,2023-07-01,1,18683.589285714286,86372.3,11905.09090909091
DC,.175 ST,2023-08-01,0,13905.227272727272,17622.120000000003,1769.25
DC,.175 ST,2023-08-01,1,66011.31818181818,164407.05,7076.916666666666
DC,.175 ST,2023-09-01,0,32435.73846153846,9765.59,0.0
DC,.175 ST,2023-09-01,1,93862.51794871794,143386.0199999999,0.0
DC,.175 ST,2023-10-01,0,14884.413461538461,2991.9,0.0
DC,.175 ST,2023-10-01,1,57469.18269230769,36041.0,0.0
DC,.175 ST,2023-11-01,0,0.0,19027.35,25304.653263403263
DC,.175 ST,2023-11-01,1,0.0,39462.8,55692.77347652348
DC,.175 ST,2023-12-01,0,11732.57142857143,33222.380000000005,5634.375
DC,.175 ST,2023-12-01,1,35387.385714285716,74465.16,31287.458333333332
DC,.175 ST,2024-01-01,0,0.0,2535.2,1719.642857142857
DC,.175 ST,2024-01-01,1,37071.0,45791.55,34745.0
DC,.175 ST,2024-02-01,0,0.0,0.0,19828.96153846154
DC,.175 ST,2024-02-01,1,0.0,49562.7,59045.192307692305
DC,.175 ST,2024-03-01,0,13117.416666666668,3255.62,0.0
DC,.175 ST,2024-03-01,1,20613.083333333336,80998.3399999999,24843.25
DC,.175 ST,2024-04-01,0,0.0,4260.6,11504.596153846154
DC,.175 ST,2024-04-01,1,0.0,63882.32,29124.51282051282
DC,.175 ST,2024-05-01,0,0.0,14831.9,9507.076923076924
DC,.175 ST,2024-05-01,1,0.0,41297.58,44012.92307692308
DC,.175 ST,2024-06-01,0,0.0,14659.94,9827.615384615385
DC,.175 ST,2024-06-01,1,0.0,58044.02999999999,15724.076923076922
DC,.175 ST,2024-07-01,0,0.0,4773.4400000000005,13473.65034965035
DC,.175 ST,2024-07-01,1,0.0,74458.72,61248.97202797203
DC,.175 ST,2024-08-01,0,27558.717171717173,4493.7,11009.336538461539
DC,.175 ST,2024-08-01,1,35190.38383838384,37781.520000000004,12971.567307692309
DC,.175 ST,2024-09-01,0,13865.363636363636,12604.720000000001,6945.2
DC,.175 ST,2024-09-01,1,23108.727272727272,73125.0,42818.13333333333
DC,.175 ST,2024-10-01,0,0.0,1995.75,3875.076923076923
DC,.175 ST,2024-10-01,1,0.0,69652.9,23250.46153846154
DC,.175 ST,2024-11-01,1,0.0,59955.329999999994,21803.615384615383
DC,.175 ST,2024-12-01,0,0.0,27181.0,5860.846153846153
DC,.175 ST,2024-12-01,1,0.0,41078.0,13675.307692307691
DC,.175 ST,2025-01-01,0,38840.25,111201.11,30554.280303030304
DC,.175 ST,2025-01-01,1,12946.75,426055.5,52650.73917748918
DC,.175 SW,2022-01-01,0,0.0,13256.9999999999,0.0
DC,.175 SW,2022-01-01,1,0.0,57130.08,0.0
DC,.175 SW,2022-02-01,0,14594.57142857143,42946.5,62156.78571428572
DC,.175 SW,2022-02-01,1,102226.95714285715,0.0,107806.9567099567
DC,.175 SW,2022-03-01,0,0.0,56666.299999999996,29967.31313131313
DC,.175 SW,2022-03-01,1,0.0,92044.9,185489.34523809524
DC,.175 SW,2022-04-01,0,0.0,29883.6,0.0
DC,.175 SW,2022-04-01,1,0.0,125226.26000000001,248332.79047619048
DC,.175 SW,2022-05-01,0,5278.888888888889,29110.7999999999,23796.17142857143
DC,.175 SW,2022-05-01,1,8678.181818181818,102721.9999999999,119731.10634920635
DC,.175 SW,2022-06-01,0,0.0,22580.4,20466.583333333336
DC,.175 SW,2022-06-01,1,4806.0,215924.35,74707.49350649351
DC,.175 SW,2022-07-01,0,0.0,31899.0,86228.53174603175
DC,.175 SW,2022-07-01,1,0.0,132833.3699999999,179491.88095238095
DC,.175 SW,2022-08-01,0,14468.57142857143,37718.28,0.0
DC,.175 SW,2022-08-01,1,43538.0,139551.66,132608.5
DC,.175 SW,2022-09-01,0,0.0,26900.4,0.0
DC,.175 SW,2022-09-01,1,0.0,222976.55,119630.76666666666
DC,.175 SW,2022-10-01,0,0.0,12290.4,43705.63888888889
DC,.175 SW,2022-10-01,1,49467.107142857145,202245.9,99038.27705627706
DC,.175 SW,2022-11-01,0,41195.260714285716,0.0,14594.57142857143
DC,.175 SW,2022-11-01,1,223536.56493506493,110071.7,36486.42857142857
DC,.175 SW,2022-12-01,0,10326.4,38872.200000000004,14468.57142857143
DC,.175 SW,2022-12-01,1,122817.22023809524,256268.19,43538.0
DC,.175 SW,2023-01-01,0,69906.31150793651,12290.4,0.0
DC,.175 SW,2023-01-01,1,182974.05000000002,30870.0,49467.107142857145
DC,.175 SW,2023-02-01,0,49767.09523809524,24173.269999999997,0.0
DC,.175 SW,2023-02-01,1,30833.803571428572,120558.8,0.0
DC,.175 SW,2023-03-01,0,0.0,42806.399999999994,24693.760714285716
DC,.175 SW,2023-03-01,1,0.0,167677.38,101998.27922077922
DC,.175 SW,2023-04-01,0,55988.85,7886.34,0.0
DC,.175 SW,2023-04-01,1,79717.41666666666,119568.8299999999,109925.72023809524
DC,.175 SW,2023-05-01,0,0.0,0.0,21849.28888888889
DC,.175 SW,2023-05-01,1,0.0,278539.58999999997,191846.11904761905
DC,.175 SW,2023-06-01,0,118378.51904761905,24304.5,28604.875
DC,.175 SW,2023-06-01,1,256097.8492063492,237762.84,110312.91666666667
DC,.175 SW,2023-07-01,0,79613.47142857143,29561.11,96047.14285714286
DC,.175 SW,2023-07-01,1,58916.23333333334,55384.5,40128.85357142857
DC,.175 SW,2023-08-01,0,171483.57142857142,90318.39999999989,6170.25
DC,.175 SW,2023-08-01,1,277424.01785714284,51978.9999999999,5949.75
DC,.175 SW,2023-09-01,0,33758.42857142857,3414.0,16343.666666666666
DC,.175 SW,2023-09-01,1,67556.3492063492,111925.34,0.0
DC,.175 SW,2023-10-01,0,25424.65079365079,8063.24,58905.433333333334
DC,.175 SW,2023-10-01,1,109965.89682539683,115914.65,105158.91666666666
DC,.175 SW,2023-11-01,0,24244.685714285715,39254.3999999999,89547.79682539683
DC,.175 SW,2023-11-01,1,38276.05357142857,53366.1,155751.43253968254
DC,.175 SW,2023-12-01,0,113628.69642857143,112506.72,69657.47142857143
DC,.175 SW,2023-12-01,1,77555.55151515151,135915.50999999998,32824.9
DC,.175 SW,2024-01-01,0,0.0,2651.4,7064.285714285715
DC,.175 SW,2024-01-01,1,150796.0,79305.3999999999,145584.15476190476
DC,.175 SW,2024-02-01,0,0.0,0.0,61541.71428571428
DC,.175 SW,2024-02-01,1,0.0,12759.6,101807.14285714286
DC,.175 SW,2024-03-01,0,0.0,9470.92,47325.793650793654
DC,.175 SW,2024-03-01,1,91801.0,159378.2099999999,93229.74801587302
DC,.175 SW,2024-04-01,0,12345.75,26136.6,28877.428571428572
DC,.175 SW,2024-04-01,1,79435.71428571429,84370.79999999997,14216.57142857143
DC,.175 SW,2024-05-01,0,38940.982142857145,22247.8,27279.79365079365
DC,.175 SW,2024-05-01,1,131679.64880952382,89365.2,143189.39682539683
DC,.175 SW,2024-06-01,0,22038.041666666668,35415.2899999999,55505.83928571429
DC,.175 SW,2024-06-01,1,227965.83333333334,73290.2,24711.0
DC,.175 SW,2024-07-01,0,68651.5,13299.0,77641.71428571429
DC,.175 SW,2024-07-01,1,82562.66666666666,54769.9,61522.4
DC,.175 SW,2024-08-01,0,30442.64285714286,4124.4,72162.28571428571
DC,.175 SW,2024-08-01,1,78388.29761904762,123408.9999999999,101690.96103896105
DC,.175 SW,2024-09-01,0,93491.50714285714,8532.47,16843.15
DC,.175 SW,2024-09-01,1,379307.6595238095,135319.6,212593.45833333334
DC,.175 SW,2024-10-01,0,56719.200000000004,32091.6,7243.714285714285
DC,.175 SW,2024-10-01,1,118892.22857142857,200250.5,156162.74404761905
DC,.175 SW,2024-11-01,0,33265.76190476191,0.0,18520.166666666668
DC,.175 SW,2024-11-01,1,98792.92261904762,120272.67,290506.7380952381
DC,.175 SW,2024-12-01,0,62607.78571428571,121775.9999999998,26977.142857142855
DC,.175 SW,2024-12-01,1,23677.5,163962.4699999999,25132.5
DC,.175 SW,2025-01-01,0,0.0,0.0,181883.8
DC,.175 SW,2025-01-01,1,0.0,0.0,244411.7238095238
DC,.190 ST,2022-01-01,1,0.0,4047.56999999999,0.0
DC,.190 ST,2022-02-01,0,0.0,6010.6,6452.133333333333
DC,.190 ST,2022-03-01,0,0.0,8480.119999999999,0.0
DC,.190 ST,2022-03-01,1,0.0,5730.7,0.0
DC,.190 ST,2022-04-01,0,0.0,9524.25,17014.67032967033
DC,.190 ST,2022-04-01,1,0.0,0.0,7448.230769230769
DC,.190 ST,2022-05-01,0,0.0,2865.35,6531.6
DC,.190 ST,2022-05-01,1,0.0,3313.8,8164.6
DC,.190 ST,2022-06-01,0,0.0,2940.8,0.0
DC,.190 ST,2022-06-01,1,32004.785714285714,11901.0,0.0
DC,.190 ST,2022-07-01,0,0.0,3313.8,0.0
DC,.190 ST,2022-07-01,1,0.0,2865.35,0.0
DC,.190 ST,2022-08-01,0,0.0,13214.119999999999,0.0
DC,.190 ST,2022-08-01,1,0.0,9941.400000000001,0.0
DC,.190 ST,2022-09-01,0,0.0,2696.8,0.0
DC,.190 ST,2022-09-01,1,0.0,6194.799999999999,0.0
DC,.190 ST,2022-10-01,0,0.0,6362.45,0.0
DC,.190 ST,2022-11-01,1,0.0,6179.15,0.0
DC,.190 ST,2022-12-01,0,0.0,2865.35,0.0
DC,.190 ST,2022-12-01,1,0.0,6426.0,0.0
DC,.190 ST,2023-01-01,1,0.0,4023.9,0.0
DC,.190 ST,2023-02-01,0,12694.302884615385,8047.8,0.0
DC,.190 ST,2023-02-01,1,22777.020833333332,8277.5,0.0
DC,.190 ST,2023-03-01,0,9456.076923076924,0.0,0.0
DC,.190 ST,2023-03-01,1,20495.994871794872,4023.9,0.0
DC,.190 ST,2023-04-01,1,0.0,4023.9,25088.5
DC,.190 ST,2023-05-01,1,0.0,8047.8,6916.285714285715
DC,.190 ST,2023-06-01,0,0.0,8097.35,2710.3125
DC,.190 ST,2023-06-01,1,0.0,8047.8,0.0
DC,.190 ST,2023-07-01,0,1438.235294117647,0.0,0.0
DC,.190 ST,2023-07-01,1,16284.666666666666,0.0,3252.5333333333333
DC,.190 ST,2023-08-01,0,10261.0,4023.9,7509.2307692307695
DC,.190 ST,2023-08-01,1,43078.85164835165,11373.85,7509.2307692307695
DC,.190 ST,2023-09-01,0,0.0,3525.3,0.0
DC,.190 ST,2023-09-01,1,0.0,4023.9,0.0
DC,.190 ST,2023-10-01,0,1612.3333333333333,719.57,0.0
DC,.190 ST,2023-10-01,1,1612.3333333333333,9555.5,0.0
DC,.190 ST,2023-11-01,0,0.0,2402.1,0.0
DC,.190 ST,2023-11-01,1,0.0,6033.35,0.0
DC,.190 ST,2023-12-01,0,0.0,7057.8,1438.235294117647
DC,.190 ST,2023-12-01,1,0.0,17205.4,16284.666666666666
DC,.190 ST,2024-01-01,0,23038.7,2865.35,0.0
DC,.190 ST,2024-01-01,1,9215.5,9750.35,25171.371794871793
DC,.190 ST,2024-02-01,1,0.0,13719.0,0.0
DC,.190 ST,2024-03-01,0,7396.666666666667,0.0,3849.6153846153848
DC,.190 ST,2024-03-01,1,18491.5,5273.68,11549.0
DC,.190 ST,2024-04-01,0,9558.333333333334,0.0,6134.375
DC,.190 ST,2024-04-01,1,9558.333333333334,11113.25,3067.1875
DC,.190 ST,2024-05-01,0,0.0,8828.1,0.0
DC,.190 ST,2024-05-01,1,0.0,4023.9,7526.384615384615
DC,.190 ST,2024-06-01,0,0.0,2430.36,8607.333333333334
DC,.190 ST,2024-06-01,1,0.0,2864.5,10356.261904761905
DC,.190 ST,2024-07-01,0,22961.0,0.0,0.0
DC,.190 ST,2024-07-01,1,31327.666666666664,0.0,0.0
DC,.190 ST,2024-08-01,0,0.0,3033.9,0.0
DC,.190 ST,2024-08-01,1,0.0,8047.8,0.0
DC,.190 ST,2024-09-01,0,0.0,0.0,8576.0
DC,.190 ST,2024-09-01,1,0.0,6626.1,15108.0
DC,.190 ST,2024-10-01,0,0.0,2402.1,0.0
DC,.190 ST,2024-10-01,1,0.0,7353.35,0.0
DC,.190 ST,2024-11-01,0,0.0,0.0,4248.333333333333
DC,.190 ST,2024-11-01,1,0.0,0.0,4248.333333333333
DC,.190 ST,2024-12-01,0,0.0,6658.9,0.0
DC,.190 ST,2025-01-01,0,0.0,0.0,23038.7
DC,.190 ST,2025-01-01,1,0.0,0.0,9215.5
DC,.190 SW,2022-01-01,1,0.0,7100.8,0.0
DC,.190 SW,2022-02-01,0,21568.722222222223,40922.15,93994.43333333333
DC,.190 SW,2022-02-01,1,5102.444444444444,19749.1,8010.166666666667
DC,.190 SW,2022-03-01,0,75536.18831168831,17087.760000000002,63977.577777777784
DC,.190 SW,2022-03-01,1,171865.48834776334,9285.17,5065.777777777777
DC,.190 SW,2022-04-01,0,0.0,27329.2,119969.1488095238
DC,.190 SW,2022-04-01,1,32790.0,0.0,45631.791666666664
DC,.190 SW,2022-05-01,0,0.0,51258.2,6705.142857142857
DC,.190 SW,2022-05-01,1,5237.571428571428,7100.8,54131.263492063496
DC,.190 SW,2022-06-01,0,6223.285714285715,125771.2,21568.722222222223
DC,.190 SW,2022-06-01,1,18669.857142857145,114435.8,5102.444444444444
DC,.190 SW,2022-07-01,0,17601.0,7100.8,46074.642857142855
DC,.190 SW,2022-07-01,1,7565.5,5704.2,47835.2619047619
DC,.190 SW,2022-08-01,0,0.0,91868.06,24890.0
DC,.190 SW,2022-08-01,1,0.0,21302.4,16876.6
DC,.190 SW,2022-09-01,0,0.0,8731.75,4571.545454545455
DC,.190 SW,2022-09-01,1,0.0,66311.34999999999,58496.69787157287
DC,.190 SW,2022-10-01,0,0.0,2205.6,0.0
DC,.190 SW,2022-10-01,1,14172.0,59247.299999999996,8197.5
DC,.190 SW,2022-11-01,1,12496.660714285714,61844.899999999994,78487.0
DC,.190 SW,2022-12-01,0,0.0,2535.2,23824.285714285714
DC,.190 SW,2022-12-01,1,47878.0,9229.6,26235.357142857145
DC,.190 SW,2023-01-01,0,39732.22222222222,0.0,0.0
DC,.190 SW,2023-01-01,1,113498.14841269841,32630.7999999999,0.0
DC,.190 SW,2023-02-01,0,30071.434523809523,45267.600000000006,0.0
DC,.190 SW,2023-02-01,1,140665.7976190476,7992.0,7029.0
DC,.190 SW,2023-03-01,0,19818.31746031746,0.0,0.0
DC,.190 SW,2023-03-01,1,5714.888888888889,7100.8,19639.660714285714
DC,.190 SW,2023-04-01,0,6544.571428571428,22644.16,0.0
DC,.190 SW,2023-04-01,1,72860.14285714286,36391.6,47878.0
DC,.190 SW,2023-05-01,0,119179.80357142858,0.0,28586.666666666664
DC,.190 SW,2023-05-01,1,52818.4,66570.0,52469.80952380953
DC,.190 SW,2023-06-01,0,32524.714285714286,35017.45,11145.555555555555
DC,.190 SW,2023-06-01,1,14169.428571428572,86330.7,61028.33888888889
DC,.190 SW,2023-07-01,0,6297.0,0.0,17006.267857142855
DC,.190 SW,2023-07-01,1,116421.40043290044,29290.8,24880.571428571428
DC,.190 SW,2023-08-01,0,0.0,10651.2,13065.166666666668
DC,.190 SW,2023-08-01,1,14034.0,71099.8,41790.0
DC,.190 SW,2023-09-01,0,4400.4,3676.0,19818.31746031746
DC,.190 SW,2023-09-01,1,104278.46428571429,57915.8999999999,72919.82936507936
DC,.190 SW,2023-10-01,1,7054.714285714285,57919.099999999904,72860.14285714286
DC,.190 SW,2023-11-01,0,0.0,3193.2,51685.267857142855
DC,.190 SW,2023-11-01,1,42508.26666666666,25453.3,25849.614285714284
DC,.190 SW,2023-12-01,0,25352.079365079364,65250.3499999999,112860.82142857143
DC,.190 SW,2023-12-01,1,119935.3492063492,57763.8,82207.59090909091
DC,.190 SW,2024-01-01,0,0.0,32269.8,0.0
DC,.190 SW,2024-01-01,1,147456.375,74971.9,123655.30952380953
DC,.190 SW,2024-02-01,0,51452.61538461538,0.0,0.0
DC,.190 SW,2024-02-01,1,72554.23443223443,29290.8,26534.464285714286
DC,.190 SW,2024-03-01,0,0.0,0.0,4400.4
DC,.190 SW,2024-03-01,1,7855.833333333333,64322.659999999996,66817.31428571428
DC,.190 SW,2024-04-01,0,72543.16666666667,0.0,7032.714285714285
DC,.190 SW,2024-04-01,1,147610.7380952381,91170.6,54108.80952380952
DC,.190 SW,2024-05-01,0,17800.65714285714,14995.04,11214.222222222223
DC,.190 SW,2024-05-01,1,79652.19523809524,7100.8,77521.77777777778
DC,.190 SW,2024-06-01,0,0.0,4723.28,7105.142857142857
DC,.190 SW,2024-06-01,1,0.0,99664.8,69050.13690476191
DC,.190 SW,2024-07-01,0,7344.571428571428,0.0,3810.6153846153848
DC,.190 SW,2024-07-01,1,159342.66666666666,29290.8,18272.9010989011
DC,.190 SW,2024-08-01,0,0.0,6654.9,0.0
DC,.190 SW,2024-08-01,1,0.0,46599.0,65194.45238095238
DC,.190 SW,2024-09-01,0,34314.75,0.0,0.0
DC,.190 SW,2024-09-01,1,64697.67857142857,106911.65,35802.45238095238
DC,.190 SW,2024-10-01,0,125708.0,4789.8,17800.65714285714
DC,.190 SW,2024-10-01,1,65183.458333333336,40251.4,97702.02857142857
DC,.190 SW,2024-11-01,1,87744.79166666667,89825.12,66682.66666666667
DC,.190 SW,2024-12-01,0,0.0,12130.8,7344.571428571428
DC,.190 SW,2025-01-01,0,0.0,0.0,95240.0
DC,.190 SW,2025-01-01,1,0.0,0.0,122343.63690476191
DC,.204 ST,2022-01-01,0,0.0,5316.0,0.0
DC,.204 ST,2022-01-01,1,0.0,12326.8,0.0
DC,.204 ST,2022-02-01,0,0.0,42544.0,0.0
DC,.204 ST,2022-02-01,1,0.0,25980.85,0.0
DC,.204 ST,2022-03-01,0,0.0,16369.380000000001,13720.0
DC,.204 ST,2022-03-01,1,0.0,35987.6,9146.666666666666
DC,.204 ST,2022-04-01,0,0.0,3976.0,15289.623076923077
DC,.204 ST,2022-04-01,1,0.0,29630.739999999998,26827.992307692308
DC,.204 ST,2022-05-01,0,0.0,31146.600000000002,12108.06993006993
DC,.204 ST,2022-05-01,1,0.0,28973.0,35424.503496503494
DC,.204 ST,2022-06-01,0,0.0,32098.800000000003,1864.909090909091
DC,.204 ST,2022-06-01,1,0.0,79644.49,16784.18181818182
DC,.204 ST,2022-07-01,0,0.0,3976.0,5861.716666666667
DC,.204 ST,2022-07-01,1,0.0,36249.97999999999,52666.88333333333
DC,.204 ST,2022-08-01,0,0.0,28104.280000000002,9862.123076923077
DC,.204 ST,2022-08-01,1,0.0,30586.18,54928.415384615386
DC,.204 ST,2022-09-01,0,0.0,11207.1,1692.0833333333333
DC,.204 ST,2022-09-01,1,0.0,120267.0,28764.916666666668
DC,.204 ST,2022-10-01,0,0.0,4276.25,11793.923076923076
DC,.204 ST,2022-10-01,1,0.0,72961.03,35776.03846153846
DC,.204 ST,2022-11-01,0,0.0,0.0,4153.833333333333
DC,.204 ST,2022-11-01,1,0.0,88362.52999999998,24922.999999999996
DC,.204 ST,2022-12-01,0,0.0,10811.5,0.0
DC,.204 ST,2022-12-01,1,0.0,79322.91999999998,0.0
DC,.204 ST,2023-01-01,0,0.0,6804.8,1848.5384615384614
